Filename	n_sentences	n_tokens	tokens_per_sent	char_per_tok	upos_dist_ADJ	upos_dist_ADP	upos_dist_ADV	upos_dist_AUX	upos_dist_CCONJ	upos_dist_DET	upos_dist_NOUN	upos_dist_NUM	upos_dist_PART	upos_dist_PRON	upos_dist_PROPN	upos_dist_PUNCT	upos_dist_SCONJ	upos_dist_SYM	upos_dist_VERB	upos_dist_X	lexical_density	verbs_tense_dist_Past	verbs_tense_dist_Pres	verbs_mood_dist_Ind	verbs_form_dist_Conv	verbs_form_dist_Fin	verbs_form_dist_Inf	verbs_form_dist_Part	verbs_num_pers_dist_Plur+3	verbs_num_pers_dist_Sing+1	verbs_num_pers_dist_Sing+3	aux_tense_dist_Past	aux_tense_dist_Pres	aux_mood_dist_Ind	aux_form_dist_Fin	aux_num_pers_dist_Plur+3	aux_num_pers_dist_Sing+3	verbal_head_per_sent	verbal_root_perc	avg_verb_edges	verb_edges_dist_0	verb_edges_dist_1	verb_edges_dist_2	verb_edges_dist_3	verb_edges_dist_4	verb_edges_dist_5	verb_edges_dist_6	avg_max_depth	avg_token_per_clause	avg_max_links_len	avg_links_len	max_links_len	avg_prepositional_chain_len	n_prepositional_chains	prep_dist_1	prep_dist_2	prep_dist_3	obj_pre	obj_post	subj_pre	subj_post	dep_dist_acl	dep_dist_acl:relcl	dep_dist_advcl	dep_dist_advmod	dep_dist_amod	dep_dist_appos	dep_dist_aux	dep_dist_case	dep_dist_cc	dep_dist_ccomp	dep_dist_conj	dep_dist_cop	dep_dist_csubj	dep_dist_csubj:pass	dep_dist_det	dep_dist_flat	dep_dist_mark	dep_dist_nmod	dep_dist_nsubj	dep_dist_nsubj:pass	dep_dist_nummod	dep_dist_obj	dep_dist_obl	dep_dist_obl:agent	dep_dist_punct	dep_dist_root	dep_dist_xcomp	principal_proposition_dist	subordinate_proposition_dist	subordinate_post	subordinate_pre	avg_subordinate_chain_len	subordinate_dist_1	subordinate_dist_2	subordinate_dist_3
greek_clean_32.conllu	1	25	25.0	5.625	8.0	12.0	4.0	4.0	4.0	24.0	16.0	0	0	0	8.0	4.0	0	4.0	12.0	0	0.5	33.333333333333336	66.66666666666667	100.0	0	100.0	0	0	0	0	100.0	0	0	0	0	0	0	3.0	100.0	1.3333333333333333	33.333333333333336	33.333333333333336	0	33.333333333333336	0	0	0	4.0	8.333333333333334	10.0	2.6956521739130435	10	1.0	1	100.0	0	0	0	0	100.0	0.0	0	0	0	8.0	8.0	0	4.0	12.0	4.0	0	8.0	0	0	0	24.0	0	0	8.0	4.0	0	0	0	8.0	0	4.0	4.0	4.0	50.0	50.0	100.0	0.0	1.0	100.0	0	0
greek_clean_33.conllu	1	31	31.0	5.642857142857143	3.225806451612903	9.67741935483871	0	0	3.225806451612903	25.806451612903224	38.70967741935484	0	0	3.225806451612903	0	9.67741935483871	3.225806451612903	0	3.225806451612903	0	0.5	0	100.0	100.0	0	100.0	0	0	100.0	0	0	0	0	0	0	0	0	1.0	0.0	3.0	0	0	0	100.0	0	0	0	6.0	31.0	21.0	3.7037037037037037	21	1.0	3	100.0	0	0	0.0	100.0	100.0	0.0	0	0	3.225806451612903	0	3.225806451612903	0	0	9.67741935483871	3.225806451612903	0	6.451612903225806	0	0	0	25.806451612903224	0	3.225806451612903	25.806451612903224	0	3.225806451612903	0	3.225806451612903	0	0	9.67741935483871	3.225806451612903	0	0.0	100.0	100.0	0.0	1.0	100.0	0	0
greek_clean_34.conllu	1	20	20.0	7.5	10.0	0	25.0	0	5.0	5.0	20.0	0	0	5.0	0	10.0	0	0	20.0	0	0.8333333333333334	0	100.0	100.0	0	100.0	0	0	75.0	0	25.0	0	0	0	0	0	0	4.0	100.0	3.0	0	0	50.0	0	50.0	0	0	4.0	5.0	6.0	2.176470588235294	6	0	0	0	0	0	0.0	100.0	50.0	50.0	0	5.0	5.0	15.0	10.0	0	0	5.0	5.0	0	5.0	0	0	0	5.0	0	5.0	0	10.0	0	0	10.0	5.0	0	10.0	5.0	0	33.333333333333336	66.66666666666667	50.0	50.0	1.0	100.0	0	0
greek_clean_35.conllu	1	42	42.0	5.638888888888889	9.523809523809524	7.142857142857143	0	0	2.380952380952381	21.428571428571427	21.428571428571427	2.380952380952381	0	7.142857142857143	2.380952380952381	14.285714285714286	0	0	9.523809523809524	2.380952380952381	0.5	0	100.0	100.0	0	100.0	0	0	0	0	100.0	0	0	0	0	0	0	4.0	100.0	2.25	0	0	75.0	25.0	0	0	0	9.0	10.5	8.0	2.4285714285714284	8	1.0	2	100.0	0	0	0.0	100.0	50.0	50.0	0	4.761904761904762	0	0	9.523809523809524	2.380952380952381	0	7.142857142857143	2.380952380952381	0	2.380952380952381	0	0	0	23.80952380952381	0	0	11.904761904761905	7.142857142857143	2.380952380952381	2.380952380952381	2.380952380952381	4.761904761904762	0	14.285714285714286	2.380952380952381	0	33.333333333333336	66.66666666666667	100.0	0.0	1.0	100.0	0	0
greek_clean_36.conllu	1	40	40.0	5.684210526315789	2.5	12.5	5.0	0	2.5	27.5	32.5	5.0	0	2.5	0	5.0	0	0	5.0	0	0.47368421052631576	100.0	0	100.0	0	100.0	0	0	0	0	100.0	0	0	0	0	0	0	2.0	100.0	2.5	0	0	50.0	50.0	0	0	0	11.0	20.0	33.0	2.7567567567567566	33	1.3333333333333333	3	66.66666666666667	33.333333333333336	0	100.0	0.0	0.0	100.0	0	2.5	0	2.5	5.0	0	0	15.0	2.5	0	5.0	0	0	0	27.5	0	0	20.0	0	2.5	0	2.5	7.5	0	5.0	2.5	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0
greek_clean_37.conllu	1	10	10.0	5.222222222222222	10.0	20.0	10.0	0	0	10.0	10.0	10.0	0	0	0	10.0	0	0	10.0	10.0	0.4444444444444444	0	100.0	100.0	0	100.0	0	0	0	0	100.0	0	0	0	0	0	0	1.0	100.0	2.0	0	0	100.0	0	0	0	0	2.0	10.0	5.0	2.375	5	0	0	0	0	0	0	0	100.0	0.0	0	0	0	10.0	10.0	0	0	20.0	0	0	0	0	0	0	10.0	0	0	0	10.0	0	10.0	0	10.0	0	10.0	10.0	0	100.0	0.0	0	0	0	0	0	0
greek_clean_38.conllu	1	34	34.0	5.935483870967742	2.9411764705882355	2.9411764705882355	0	5.882352941176471	8.823529411764707	17.647058823529413	29.41176470588235	0	0	8.823529411764707	0	8.823529411764707	0	0	14.705882352941176	0	0.5161290322580645	0	100.0	100.0	0	100.0	0	0	100.0	0	0	0	0	0	0	0	0	5.0	100.0	2.4	0	20.0	20.0	60.0	0	0	0	5.0	6.8	11.0	2.533333333333333	11	0	0	0	0	0	0.0	100.0	100.0	0.0	0	2.9411764705882355	2.9411764705882355	0	2.9411764705882355	0	5.882352941176471	0	8.823529411764707	0	11.764705882352942	0	0	0	20.58823529411765	0	2.9411764705882355	2.9411764705882355	5.882352941176471	2.9411764705882355	0	11.764705882352942	2.9411764705882355	0	8.823529411764707	2.9411764705882355	2.9411764705882355	25.0	75.0	66.66666666666667	33.333333333333336	1.5	50.0	50.0	0
greek_clean_39.conllu	1	16	16.0	5.714285714285714	6.25	12.5	0	6.25	0	25.0	25.0	6.25	0	0	0	12.5	0	0	6.25	0	0.42857142857142855	0	0	0	0	0	0	100.0	0	0	0	100.0	0	100.0	100.0	0	100.0	1.0	100.0	5.0	0	0	0	0	0	100.0	0	3.0	16.0	7.0	2.230769230769231	7	0	0	0	0	0	0	0	100.0	0.0	0	0	0	0	6.25	0	0	12.5	0	0	0	6.25	0	0	25.0	0	0	6.25	6.25	0	0	0	18.75	0	12.5	6.25	0	100.0	0.0	0	0	0	0	0	0
greek_clean_40.conllu	1	13	13.0	5.5	0	15.384615384615385	0	7.6923076923076925	0	23.076923076923077	30.76923076923077	0	0	7.6923076923076925	0	7.6923076923076925	0	0	7.6923076923076925	0	0.4166666666666667	0	0	100.0	0	100.0	0	0	100.0	0	0	0	0	0	0	0	0	1.0	0.0	2.0	0	0	100.0	0	0	0	0	3.0	13.0	6.0	1.8181818181818181	6	0	0	0	0	0	0.0	100.0	0	0	7.6923076923076925	0	0	0	0	0	7.6923076923076925	15.384615384615385	0	0	0	0	0	0	23.076923076923077	0	0	15.384615384615385	0	0	0	7.6923076923076925	7.6923076923076925	0	7.6923076923076925	7.6923076923076925	0	0.0	100.0	100.0	0.0	1.0	100.0	0	0
greek_clean_41.conllu	1	30	30.0	4.892857142857143	10.0	6.666666666666667	0	3.3333333333333335	0	26.666666666666668	26.666666666666668	0	0	10.0	0	6.666666666666667	3.3333333333333335	0	6.666666666666667	0	0.4642857142857143	50.0	50.0	100.0	0	100.0	0	0	0	0	100.0	0	100.0	100.0	100.0	0	100.0	3.0	100.0	2.5	0	0	50.0	50.0	0	0	0	6.0	10.0	24.0	3.2222222222222223	24	1.0	1	100.0	0	0	0	0	75.0	25.0	0	3.3333333333333335	3.3333333333333335	0	6.666666666666667	0	0	6.666666666666667	0	0	0	3.3333333333333335	0	0	30.0	0	3.3333333333333335	16.666666666666668	13.333333333333334	0	0	0	3.3333333333333335	0	6.666666666666667	3.3333333333333335	0	33.333333333333336	66.66666666666667	100.0	0.0	1.0	100.0	0	0
greek_clean_42.conllu	1	21	21.0	4.9	0	9.523809523809524	14.285714285714286	4.761904761904762	0	23.80952380952381	19.047619047619047	4.761904761904762	0	0	4.761904761904762	4.761904761904762	4.761904761904762	0	9.523809523809524	0	0.5	50.0	50.0	100.0	0	100.0	0	0	0	0	100.0	0	0	0	0	0	0	2.0	100.0	3.5	0	0	50.0	0	0	50.0	0	5.0	10.5	11.0	3.0	11	1.0	1	100.0	0	0	0.0	100.0	100.0	0.0	0	0	0	14.285714285714286	0	0	4.761904761904762	9.523809523809524	0	4.761904761904762	0	0	0	0	23.80952380952381	0	4.761904761904762	14.285714285714286	4.761904761904762	0	0	4.761904761904762	4.761904761904762	0	4.761904761904762	4.761904761904762	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0
greek_clean_43.conllu	1	25	25.0	4.304347826086956	8.0	12.0	8.0	0	4.0	20.0	24.0	8.0	0	0	0	8.0	0	0	4.0	4.0	0.4782608695652174	0	100.0	100.0	0	100.0	0	0	0	0	100.0	0	0	0	0	0	0	1.0	100.0	3.0	0	0	0	100.0	0	0	0	5.0	25.0	12.0	2.8181818181818183	12	2.0	1	0	100.0	0	0	0	100.0	0.0	0	0	0	4.0	8.0	0	0	16.0	4.0	0	8.0	0	0	0	20.0	0	0	16.0	4.0	0	4.0	0	4.0	0	8.0	4.0	0	100.0	0.0	0	0	0	0	0	0
greek_clean_44.conllu	1	16	16.0	5.0	0	12.5	0	0	6.25	12.5	31.25	0	0	6.25	0	12.5	0	0	18.75	0	0.5714285714285714	0	100.0	100.0	0	100.0	0	0	0	0	100.0	0	0	0	0	0	0	3.0	100.0	2.3333333333333335	0	0	66.66666666666667	33.333333333333336	0	0	0	4.0	5.333333333333333	4.0	1.8461538461538463	4	0	0	0	0	0	0.0	100.0	100.0	0.0	0	0	0	0	0	0	0	12.5	6.25	0	12.5	0	0	0	18.75	0	0	6.25	6.25	0	0	6.25	6.25	6.25	12.5	6.25	0	100.0	0.0	0	0	0	0	0	0
greek_clean_45.conllu	1	18	18.0	3.823529411764706	0	11.11111111111111	0	5.555555555555555	0	22.22222222222222	22.22222222222222	0	5.555555555555555	11.11111111111111	0	5.555555555555555	0	0	16.666666666666668	0	0.4117647058823529	0	100.0	100.0	0	100.0	0	0	0	0	100.0	0	0	0	0	0	0	3.0	100.0	2.6666666666666665	0	0	33.333333333333336	66.66666666666667	0	0	0	6.0	6.0	4.0	1.875	4	0	0	0	0	0	100.0	0.0	50.0	50.0	0	5.555555555555555	5.555555555555555	5.555555555555555	0	0	5.555555555555555	5.555555555555555	0	0	0	0	0	0	22.22222222222222	0	5.555555555555555	5.555555555555555	5.555555555555555	5.555555555555555	0	11.11111111111111	5.555555555555555	0	5.555555555555555	5.555555555555555	0	33.333333333333336	66.66666666666667	100.0	0.0	2.0	0	100.0	0
greek_clean_46.conllu	1	13	13.0	5.166666666666667	7.6923076923076925	7.6923076923076925	0	0	0	30.76923076923077	30.76923076923077	0	0	0	7.6923076923076925	7.6923076923076925	0	0	7.6923076923076925	0	0.5833333333333334	100.0	0	100.0	0	100.0	0	0	0	0	100.0	0	0	0	0	0	0	1.0	100.0	2.0	0	0	100.0	0	0	0	0	3.0	13.0	3.0	1.8181818181818181	3	0	0	0	0	0	0	0	100.0	0.0	0	0	0	0	7.6923076923076925	0	0	7.6923076923076925	0	0	0	0	0	0	30.76923076923077	0	0	23.076923076923077	0	7.6923076923076925	0	0	7.6923076923076925	0	7.6923076923076925	7.6923076923076925	0	100.0	0.0	0	0	0	0	0	0
greek_clean_47.conllu	1	21	21.0	5.7894736842105265	9.523809523809524	0	4.761904761904762	4.761904761904762	4.761904761904762	19.047619047619047	23.80952380952381	0	0	4.761904761904762	0	9.523809523809524	0	0	14.285714285714286	4.761904761904762	0.5789473684210527	66.66666666666667	33.333333333333336	100.0	0	100.0	0	0	66.66666666666667	0	33.333333333333336	0	0	0	0	0	0	3.0	100.0	1.6666666666666667	0	66.66666666666667	0	33.333333333333336	0	0	0	4.0	7.0	11.0	2.611111111111111	11	0	0	0	0	0	0.0	100.0	100.0	0.0	0	0	4.761904761904762	0	14.285714285714286	0	4.761904761904762	0	4.761904761904762	0	9.523809523809524	0	0	0	19.047619047619047	0	0	9.523809523809524	4.761904761904762	0	0	9.523809523809524	0	0	9.523809523809524	4.761904761904762	4.761904761904762	33.333333333333336	66.66666666666667	100.0	0.0	1.0	100.0	0	0
greek_clean_48.conllu	1	21	21.0	4.764705882352941	9.523809523809524	9.523809523809524	4.761904761904762	4.761904761904762	0	23.80952380952381	14.285714285714286	0	0	0	0	19.047619047619047	0	0	9.523809523809524	4.761904761904762	0.47058823529411764	100.0	0	100.0	0	100.0	0	0	100.0	0	0	0	0	0	0	0	0	2.0	100.0	2.5	0	0	50.0	50.0	0	0	0	4.0	10.5	6.0	2.4375	6	0	0	0	0	0	0.0	100.0	100.0	0.0	4.761904761904762	0	0	4.761904761904762	4.761904761904762	0	4.761904761904762	9.523809523809524	0	0	0	0	0	0	23.80952380952381	0	0	4.761904761904762	4.761904761904762	0	0	4.761904761904762	9.523809523809524	0	19.047619047619047	4.761904761904762	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0
greek_clean_49.conllu	1	11	11.0	4.0	0	9.090909090909092	9.090909090909092	0	0	27.272727272727273	18.181818181818183	0	0	9.090909090909092	0	9.090909090909092	0	0	9.090909090909092	9.090909090909092	0.4	0	100.0	100.0	0	100.0	0	0	0	0	100.0	0	0	0	0	0	0	1.0	100.0	2.0	0	0	100.0	0	0	0	0	3.0	11.0	3.0	1.6666666666666667	3	0	0	0	0	0	0	0	0.0	100.0	0	0	0	9.090909090909092	0	0	0	9.090909090909092	0	0	0	0	0	0	27.272727272727273	0	0	18.181818181818183	0	9.090909090909092	0	0	9.090909090909092	0	9.090909090909092	9.090909090909092	0	100.0	0.0	0	0	0	0	0	0
greek_clean_50.conllu	1	37	37.0	5.705882352941177	10.81081081081081	10.81081081081081	2.7027027027027026	0	5.405405405405405	18.91891891891892	32.432432432432435	0	0	5.405405405405405	0	8.108108108108109	0	0	5.405405405405405	0	0.5588235294117647	50.0	50.0	100.0	0	100.0	0	0	0	0	100.0	0	0	0	0	0	0	2.0	100.0	3.0	0	0	50.0	0	50.0	0	0	5.0	18.5	11.0	2.727272727272727	11	1.0	2	100.0	0	0	0.0	100.0	100.0	0.0	0	2.7027027027027026	0	2.7027027027027026	10.81081081081081	0	0	10.81081081081081	5.405405405405405	0	5.405405405405405	0	0	0	21.62162162162162	0	0	18.91891891891892	2.7027027027027026	2.7027027027027026	0	2.7027027027027026	2.7027027027027026	0	8.108108108108109	2.7027027027027026	0	50.0	50.0	0.0	100.0	1.0	100.0	0	0
greek_clean_51.conllu	1	9	9.0	6.5	11.11111111111111	0	0	0	0	22.22222222222222	33.333333333333336	0	0	11.11111111111111	0	11.11111111111111	0	0	11.11111111111111	0	0.625	0	100.0	100.0	0	100.0	0	0	0	0	100.0	0	0	0	0	0	0	1.0	100.0	2.0	0	0	100.0	0	0	0	0	2.0	9.0	3.0	1.5714285714285714	3	0	0	0	0	0	0.0	100.0	100.0	0.0	0	0	0	0	11.11111111111111	0	0	0	0	0	0	0	0	0	22.22222222222222	0	0	22.22222222222222	11.11111111111111	0	0	11.11111111111111	0	0	11.11111111111111	11.11111111111111	0	100.0	0.0	0	0	0	0	0	0
greek_clean_52.conllu	1	32	32.0	5.233333333333333	6.25	3.125	21.875	6.25	9.375	21.875	15.625	0	0	0	3.125	6.25	0	0	6.25	0	0.5666666666666667	0	0	0	0	0	50.0	50.0	0	0	0	0	100.0	100.0	100.0	0	100.0	3.0	100.0	3.5	0	50.0	0	0	0	0	50.0	4.0	10.666666666666666	14.0	3.0344827586206895	14	0	0	0	0	0	0	0	100.0	0.0	0	0	3.125	15.625	3.125	0	3.125	3.125	9.375	0	6.25	3.125	0	0	21.875	0	3.125	9.375	3.125	3.125	0	0	0	3.125	6.25	3.125	0	50.0	50.0	0.0	100.0	1.0	100.0	0	0
greek_clean_53.conllu	1	23	23.0	6.761904761904762	13.043478260869565	4.3478260869565215	0	4.3478260869565215	4.3478260869565215	21.73913043478261	30.434782608695652	0	0	0	0	8.695652173913043	0	0	13.043478260869565	0	0.6190476190476191	0	100.0	100.0	0	66.66666666666667	0	33.333333333333336	100.0	0	0	0	0	0	0	0	0	3.0	100.0	1.6666666666666667	33.333333333333336	0	33.333333333333336	33.333333333333336	0	0	0	5.0	7.666666666666667	7.0	2.3	7	0	0	0	0	0	0.0	100.0	50.0	50.0	0	0	4.3478260869565215	0	17.391304347826086	0	4.3478260869565215	0	4.3478260869565215	0	8.695652173913043	0	0	0	21.73913043478261	0	4.3478260869565215	8.695652173913043	8.695652173913043	0	0	4.3478260869565215	0	0	8.695652173913043	4.3478260869565215	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0
greek_clean_54.conllu	1	21	21.0	6.315789473684211	19.047619047619047	4.761904761904762	9.523809523809524	0	4.761904761904762	19.047619047619047	28.571428571428573	0	0	0	0	9.523809523809524	0	0	4.761904761904762	0	0.6842105263157895	0	100.0	100.0	0	100.0	0	0	100.0	0	0	0	0	0	0	0	0	1.0	100.0	4.0	0	0	0	0	100.0	0	0	4.0	21.0	13.0	2.4444444444444446	13	0	0	0	0	0	0.0	100.0	100.0	0.0	0	0	0	9.523809523809524	14.285714285714286	0	0	4.761904761904762	4.761904761904762	0	4.761904761904762	0	0	0	19.047619047619047	0	0	9.523809523809524	4.761904761904762	0	0	9.523809523809524	4.761904761904762	0	9.523809523809524	4.761904761904762	0	100.0	0.0	0	0	0	0	0	0
greek_clean_55.conllu	1	25	25.0	5.521739130434782	12.0	12.0	4.0	8.0	0	12.0	28.0	0	0	0	0	8.0	8.0	0	8.0	0	0.5652173913043478	0	100.0	100.0	0	100.0	0	0	100.0	0	0	0	100.0	100.0	100.0	0	100.0	2.0	100.0	3.0	0	0	0	100.0	0	0	0	6.0	12.5	6.0	2.227272727272727	6	2.0	1	0	100.0	0	0.0	100.0	100.0	0.0	0	0	0	4.0	12.0	0	4.0	12.0	0	8.0	0	0	0	0	12.0	0	8.0	8.0	8.0	0	0	4.0	8.0	0	8.0	4.0	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0
greek_clean_56.conllu	1	32	32.0	5.517241379310345	9.375	6.25	18.75	6.25	0	9.375	6.25	0	3.125	9.375	0	9.375	6.25	0	15.625	0	0.5517241379310345	0	100.0	100.0	0	80.0	20.0	0	25.0	0	75.0	0	100.0	100.0	100.0	0	100.0	5.0	100.0	3.0	0	0	60.0	20.0	0	0	20.0	7.0	6.4	13.0	2.607142857142857	13	0	0	0	0	0	100.0	0.0	100.0	0.0	0	6.25	6.25	12.5	0	0	3.125	15.625	0	0	0	3.125	0	0	9.375	0	6.25	0	0	6.25	0	3.125	6.25	0	9.375	3.125	9.375	20.0	80.0	75.0	25.0	1.0	100.0	0	0
greek_clean_57.conllu	1	28	28.0	5.4	7.142857142857143	3.5714285714285716	3.5714285714285716	0	3.5714285714285716	25.0	32.142857142857146	0	0	3.5714285714285716	0	10.714285714285714	3.5714285714285716	0	7.142857142857143	0	0.56	0	100.0	100.0	0	100.0	0	0	50.0	0	50.0	0	0	0	0	0	0	2.0	100.0	3.0	0	0	50.0	0	50.0	0	0	5.0	14.0	12.0	2.625	12	0	0	0	0	0	0	0	100.0	0.0	0	0	3.5714285714285716	0	7.142857142857143	0	0	7.142857142857143	3.5714285714285716	3.5714285714285716	7.142857142857143	0	0	0	28.571428571428573	0	3.5714285714285716	10.714285714285714	3.5714285714285716	3.5714285714285716	0	0	3.5714285714285716	0	10.714285714285714	3.5714285714285716	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0
greek_clean_58.conllu	1	27	27.0	5.416666666666667	7.407407407407407	3.7037037037037037	3.7037037037037037	11.11111111111111	3.7037037037037037	18.51851851851852	25.925925925925927	0	3.7037037037037037	0	0	11.11111111111111	0	0	11.11111111111111	0	0.5416666666666666	0	100.0	100.0	0	100.0	0	0	0	0	100.0	0	100.0	100.0	100.0	0	100.0	3.0	100.0	3.0	0	0	33.333333333333336	33.333333333333336	33.333333333333336	0	0	7.0	9.0	7.0	2.260869565217391	7	0	0	0	0	0	0.0	100.0	50.0	50.0	3.7037037037037037	0	0	7.407407407407407	7.407407407407407	0	11.11111111111111	0	3.7037037037037037	0	3.7037037037037037	0	0	0	18.51851851851852	0	3.7037037037037037	7.407407407407407	7.407407407407407	7.407407407407407	0	3.7037037037037037	0	0	11.11111111111111	3.7037037037037037	0	33.333333333333336	66.66666666666667	100.0	0.0	1.0	100.0	0	0
greek_clean_59.conllu	1	23	23.0	5.318181818181818	8.695652173913043	8.695652173913043	4.3478260869565215	8.695652173913043	0	21.73913043478261	30.434782608695652	0	0	0	0	4.3478260869565215	0	0	13.043478260869565	0	0.5909090909090909	0	100.0	100.0	0	100.0	0	0	0	0	100.0	0	0	0	0	0	0	3.0	100.0	2.6666666666666665	0	0	33.333333333333336	66.66666666666667	0	0	0	5.0	7.666666666666667	11.0	2.142857142857143	11	0	0	0	0	0	0.0	100.0	33.333333333333336	66.66666666666667	0	0	4.3478260869565215	4.3478260869565215	8.695652173913043	0	8.695652173913043	4.3478260869565215	0	0	0	0	4.3478260869565215	0	21.73913043478261	0	4.3478260869565215	13.043478260869565	4.3478260869565215	4.3478260869565215	0	4.3478260869565215	4.3478260869565215	0	4.3478260869565215	4.3478260869565215	0	33.333333333333336	66.66666666666667	100.0	0.0	2.0	0	100.0	0
greek_clean_60.conllu	1	9	9.0	6.0	0	11.11111111111111	0	0	0	22.22222222222222	44.44444444444444	0	0	0	0	11.11111111111111	0	0	11.11111111111111	0	0.625	0	100.0	100.0	0	100.0	0	0	0	0	100.0	0	0	0	0	0	0	1.0	100.0	2.0	0	0	100.0	0	0	0	0	2.0	9.0	3.0	1.5714285714285714	3	0	0	0	0	0	0	0	100.0	0.0	0	0	0	0	0	0	0	11.11111111111111	0	0	0	0	0	0	22.22222222222222	0	0	22.22222222222222	0	11.11111111111111	0	0	11.11111111111111	0	11.11111111111111	11.11111111111111	0	100.0	0.0	0	0	0	0	0	0
greek_clean_61.conllu	1	16	16.0	5.642857142857143	12.5	6.25	0	6.25	6.25	6.25	12.5	0	0	6.25	0	12.5	6.25	0	25.0	0	0.5714285714285714	0	100.0	100.0	0	75.0	25.0	0	0	0	100.0	0	0	0	0	0	0	4.0	100.0	1.75	0	25.0	75.0	0	0	0	0	4.0	4.0	9.0	2.3076923076923075	9	0	0	0	0	0	0.0	100.0	0.0	100.0	0	0	6.25	0	12.5	0	6.25	6.25	6.25	0	6.25	0	6.25	0	6.25	0	6.25	6.25	0	0	0	6.25	6.25	0	12.5	6.25	0	33.333333333333336	66.66666666666667	100.0	0.0	1.0	100.0	0	0
greek_clean_62.conllu	1	23	23.0	5.238095238095238	0	8.695652173913043	0	4.3478260869565215	4.3478260869565215	21.73913043478261	39.130434782608695	0	0	4.3478260869565215	0	8.695652173913043	0	0	8.695652173913043	0	0.5238095238095238	0	100.0	100.0	0	100.0	0	0	0	0	100.0	0	0	0	0	0	0	2.0	100.0	2.5	0	50.0	0	0	50.0	0	0	8.0	11.5	7.0	1.7	7	1.0	1	100.0	0	0	0.0	100.0	50.0	50.0	4.3478260869565215	0	0	0	0	0	4.3478260869565215	8.695652173913043	4.3478260869565215	0	0	0	0	0	26.08695652173913	0	0	21.73913043478261	4.3478260869565215	4.3478260869565215	0	4.3478260869565215	4.3478260869565215	0	8.695652173913043	4.3478260869565215	0	50.0	50.0	100.0	0.0	1.0	100.0	0	0
greek_clean_63.conllu	1	33	33.0	5.4375	6.0606060606060606	15.151515151515152	6.0606060606060606	3.0303030303030303	3.0303030303030303	18.181818181818183	30.303030303030305	0	0	6.0606060606060606	0	3.0303030303030303	0	0	9.090909090909092	0	0.53125	0	100.0	100.0	0	100.0	0	0	0	0	100.0	0	100.0	100.0	100.0	0	100.0	4.0	100.0	3.0	0	0	0	100.0	0	0	0	8.0	8.25	8.0	2.161290322580645	8	0	0	0	0	0	0	0	75.0	25.0	0	6.0606060606060606	0	3.0303030303030303	9.090909090909092	0	0	15.151515151515152	3.0303030303030303	0	3.0303030303030303	3.0303030303030303	0	0	18.181818181818183	0	0	6.0606060606060606	6.0606060606060606	6.0606060606060606	0	0	15.151515151515152	0	3.0303030303030303	3.0303030303030303	0	25.0	75.0	100.0	0.0	1.0	100.0	0	0
greek_clean_64.conllu	1	34	34.0	5.733333333333333	11.764705882352942	5.882352941176471	8.823529411764707	2.9411764705882355	0	14.705882352941176	23.529411764705884	0	0	5.882352941176471	0	11.764705882352942	2.9411764705882355	0	8.823529411764707	2.9411764705882355	0.6	0	100.0	100.0	0	100.0	0	0	66.66666666666667	0	33.333333333333336	0	100.0	100.0	100.0	0	100.0	4.0	100.0	2.3333333333333335	0	0	66.66666666666667	33.333333333333336	0	0	0	6.0	8.5	8.0	2.4827586206896552	8	0	0	0	0	0	0.0	100.0	75.0	25.0	0	2.9411764705882355	5.882352941176471	5.882352941176471	5.882352941176471	0	0	5.882352941176471	0	0	0	2.9411764705882355	0	0	14.705882352941176	0	5.882352941176471	11.764705882352942	8.823529411764707	2.9411764705882355	0	2.9411764705882355	5.882352941176471	0	11.764705882352942	2.9411764705882355	2.9411764705882355	25.0	75.0	66.66666666666667	33.333333333333336	1.5	50.0	50.0	0
greek_clean_65.conllu	1	35	35.0	5.838709677419355	11.428571428571429	11.428571428571429	8.571428571428571	0	0	14.285714285714286	25.714285714285715	0	0	5.714285714285714	0	11.428571428571429	0	0	11.428571428571429	0	0.6451612903225806	0	100.0	100.0	25.0	75.0	0	0	100.0	0	0	0	0	0	0	0	0	4.0	100.0	2.25	0	0	75.0	25.0	0	0	0	6.0	8.75	16.0	2.8	16	1.0	2	100.0	0	0	0.0	100.0	100.0	0.0	0	5.714285714285714	2.857142857142857	5.714285714285714	11.428571428571429	0	0	14.285714285714286	0	0	0	0	0	0	14.285714285714286	0	0	11.428571428571429	0	5.714285714285714	0	5.714285714285714	8.571428571428571	0	11.428571428571429	2.857142857142857	0	25.0	75.0	66.66666666666667	33.333333333333336	1.0	100.0	0	0
